index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_uncertainty_correction,flux_baseline_correction,apparent_mag,apparent_magerr,MJD,COIN_FIT_DETECTION
143,787,9,0,ZTF_g,2111469713215,4194304,2.3071,104.508,12.7659,26.0721,4.01715e-05,0.0373755,-0.0288174,7.59146e-05,201,30.0,0.111216,0.08644,19.345,26.0721,1,2459865.9697106,787120132,1,304.411646658631,66.5254591506582,5.09012191937598,1.00313939791547,318.197415909762,113.556448518181,2.8209802084651,1.07245286981601,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,77.09527980921743,308.7675365955608,19.848020917687773,0.27108531619535153,59865.4697106001,True
145,787,9,0,ZTF_g,2113465343215,4194304,2.1525,92.5385,12.4893,25.9326,3.58402e-05,0.0360005,-0.0133355,6.4608e-05,204,30.0,0.101254,0.084527,19.2819,25.9326,1,2459867.9653472,787120132,1,372.712532643095,64.5484291146733,6.42307687540496,1.00547529377123,353.184763271496,110.573254528563,3.21563731201142,1.08461476362598,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,74.8041316418624,377.0684225800248,19.491549589653307,0.2153849032699997,59867.46534720017,True
150,787,9,0,ZTF_g,2120473003215,4194304,2.4094,109.527,4.64369,26.1419,3.24917e-05,0.0384306,-0.0878731,4.45725e-05,302,30.0,0.122982,0.087058,20.4792,26.1419,1,2459874.9730093,787120132,1,732.44442365071,28.8963713323104,28.1959134280179,1.53940889015872,739.859843851716,44.3129513484021,16.8086940680534,1.07385928290454,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,33.48753788065329,736.8003135876397,18.973525494930595,0.04934501140477691,59874.47300929995,True
152,787,9,0,ZTF_g,2124451663215,4194304,2.6981,108.85,6.66762,26.1322,3.99674e-05,0.0415091,-0.0652732,6.17234e-05,264,30.0,0.105764,0.084531,19.9949,26.1322,1,2459878.9516667,787120132,1,684.664972818035,41.4807507564298,18.3605760667392,1.17659914163844,646.28176498873,62.3477068951473,10.4355804288663,1.09212546876724,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,48.07137187916309,689.0208627549648,19.036619069896446,0.07574674624586511,59878.45166670019,True
156,787,9,0,ZTF_g,2128518403215,4194304,3.6823,110.39,5.88976,26.1551,3.99966e-05,0.0397407,-0.0558552,6.79352e-05,235,30.0,0.131337,0.098119,19.8941,26.1551,1,2459883.0184028,787120132,1,584.12964746643,43.0564603820743,15.0912678156673,0.960942191852689,642.657466509507,55.8733308062258,11.5795101560259,1.1552990804675,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,49.89743630679865,588.4855374033598,19.230760514732317,0.09205603732816904,59882.518402799964,True
161,787,9,0,ZTF_g,2135414053215,4194304,2.9176,271.444,16.1845,26.1258,7.40794e-05,0.0449762,-0.018866,0.000141762,165,30.0,0.125483,0.091943,18.4308,26.1258,1,2459889.9140509,787120132,1,493.296483772835,117.126893483287,4.684963331865,0.924269234858756,635.790676631335,182.979549552359,3.49805628543997,1.09737109409027,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,135.73646452899493,497.6523737097648,19.383484800213242,0.2961285574517861,59889.41405089991,True
164,787,9,0,ZTF_g,2139415693215,4194304,2.9339,268.912,16.9186,26.1525,6.03217e-05,0.0403707,-0.0409665,0.000118922,160,30.0,0.126186,0.093434,17.3892,26.1525,2,2459893.9156944,787120132,1,315.229769240402,249.031290862377,1.40808251423559,1.01971476856793,114.409702156547,424.662663177682,0.271227654489913,1.08528749754023,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,288.59833957411496,319.58565917733176,19.8910317927309,0.9804295289162377,59893.4156944002,False
166,787,9,0,ZTF_g,2139446093215,4194304,3.2866,113.814,14.4501,26.2185,6.2712e-05,0.039969,-0.071996,0.000122797,157,30.0,0.130703,0.108305,19.1117,26.2185,2,2459893.9460995,787120132,1,335.194465663996,91.2648396155676,4.08552757065871,1.03352702339119,496.399381061929,128.103216567389,3.90109376520443,1.15539104255848,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,105.7653481349316,339.5503556009258,19.891239525933457,0.33818088120353645,59893.44609950017,True
173,787,9,0,ZTF_g,2143473843215,4194304,3.425,117.043,10.0878,26.231,6.10426e-05,0.0453286,-0.0473974,0.000117304,196,30.0,0.137412,0.089602,19.4741,26.231,1,2459897.9738426,787120132,1,81.6103635874571,67.6395810988085,1.3421442790233,0.934180966371134,35.310321204761,93.9419250541787,0.378405469433904,1.15041619259857,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,78.3864177349207,85.96625352438689,21.395179999344293,0.9899714160587572,59897.473842599895,False
181,787,9,0,ZTF_g,2147518073215,4194304,1.9916,124.539,6.37182,26.2727,2.34729e-05,0.0325804,-0.0623393,3.20753e-05,305,30.0,0.095417,0.085579,20.5204,26.2727,1,2459902.0180787,787120132,1,137.164792846853,29.7292305880728,5.13232067016899,1.69873316232167,88.6113338349349,53.7263384601457,1.66041719617154,1.07309221140507,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,34.452725016292376,141.5206827837828,20.895650211966547,0.2643099426487151,59901.518078700174,True
184,787,9,0,ZTF_g,2149380273215,4194304,3.5019,273.115,7.32132,26.1227,3.66807e-05,0.0380293,-0.0470806,6.43248e-05,235,30.0,0.127168,0.099782,17.4823,26.1227,1,2459903.8802778,787120132,1,112.894796051449,227.625574701953,0.551705951784643,0.969597496720817,301.204276292213,377.801254577129,0.802625456504131,1.10712092630421,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,263.7916009514286,117.2506859883788,20.94991151929134,2.4426171901574394,59903.38027779991,False
192,787,9,0,ZTF_g,2154408653215,4194304,2.8049,293.184,6.7438,26.2153,3.22941e-05,0.0376296,-0.0637383,4.8099e-05,279,30.0,0.114077,0.09249,17.5226,26.2153,2,2459908.9086574,787120132,1,81.4583414462974,155.370325979874,0.583206408379838,1.05995246347954,182.717077553054,276.600318424898,0.66503064288022,1.07715997651084,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,180.05616057967782,85.81423138322718,21.3814017075728,2.278025105979859,59908.40865739994,False
194,787,9,0,ZTF_g,2155359393215,4194304,1.9436,277.205,7.39175,26.1245,3.37871e-05,0.0385134,-0.0538451,4.69284e-05,292,30.0,0.099322,0.079579,19.2121,26.1245,2,2459909.8593981,787120132,1,50.9921475406512,23.8725859369072,2.37606675796712,1.92499582408599,44.5584048453522,42.6009275638803,1.05299369828002,1.07411665307169,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,27.665554151342377,55.348037477581,21.766744434152287,0.5426839597389311,59909.35939810006,False
195,787,9,0,ZTF_g,2155493883215,4194304,2.1025,124.775,5.70171,26.2699,3.04639e-05,0.03667,-0.0759925,4.08365e-05,303,30.0,0.101699,0.082236,20.6021,26.2699,2,2459909.9938889,787120132,1,106.852173021886,29.1589931395677,4.07629528053554,1.64840295720559,47.8829220940653,50.8778762826778,0.947473044304733,1.08548389391154,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,33.791886050106,111.2080629588158,21.15455930950235,0.3299027939924362,59909.49388890015,True
196,787,9,0,ZTF_g,2156507743215,4194304,3.2708,124.771,5.94617,26.2918,4.53493e-05,0.0435399,-0.0554185,7.06254e-05,264,30.0,0.129284,0.101136,20.1524,26.2918,1,2459911.0077431,787120132,1,69.1872085042865,41.3970683644416,1.85913541114877,0.92384823565306,108.646885907124,58.2631136413414,1.87732206706313,1.17552570403656,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,47.97439370707976,73.54309844121629,21.625445192097455,0.7082350397489602,59910.50774310017,False
205,787,9,0,ZTF_g,2168435813215,4194304,1.8883,299.208,15.6076,26.276,3.38299e-05,0.0362949,-0.0504112,5.67896e-05,239,30.0,0.094066,0.080629,17.4833,26.276,2,2459922.9358102,787120132,1,27.6225485048871,46.5346944308073,0.660300581115743,1.19818045420525,-67.3732818198474,83.7961582861949,-0.809429049450754,1.07532439575298,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,53.928305550733285,31.97843844181689,22.51385686841161,1.8309199632420998,59922.43581019994,False
211,787,9,0,ZTF_g,2169429053215,4194304,2.1865,301.607,14.4495,26.2606,5.34784e-05,0.0451374,-0.0397478,9.42655e-05,229,30.0,0.095495,0.083216,17.4741,26.2606,2,2459923.9290509,787120132,1,33.6095096640434,66.1806572487117,0.564918635848582,1.12280463739306,-113.708791070111,118.318657432939,-0.967511200717227,1.07758161442869,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,76.69569445574975,37.96539960097319,22.312130061598424,2.193273779435553,59923.42905090004,False
212,787,9,0,ZTF_g,2169429983215,4194304,1.9551,302.673,14.3258,26.2745,3.46396e-05,0.0365512,-0.0709544,5.85854e-05,237,30.0,0.100963,0.079487,17.497,26.2745,1,2459923.9299884,787120132,1,126.748252136119,50.030822429792,2.81811776788661,1.06737242324074,241.67718594763,89.5031979102168,2.71839332426901,1.07794712504278,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,57.97991180451588,131.1041420730488,20.980458967741765,0.4801434130974214,59923.42998840008,False
222,787,9,0,ZTF_g,2174544093215,4194304,2.8303,121.571,10.5157,26.1272,4.31882e-05,0.0408735,-0.0306599,7.05449e-05,236,30.0,0.10109,0.094209,19.5658,26.1272,2,2459929.0440972,787120132,1,9.99729681689828,51.3877459441637,0.216410246208587,1.04313845773387,-69.5085460332419,83.2614643111078,-0.840445104694227,1.12358817920614,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,59.55242854255567,14.35318675382807,23.234829160922217,4.50464923069496,59928.544097200036,False
225,787,9,0,ZTF_g,2176372983215,4194304,2.3933,116.845,6.81526,26.2153,2.83702e-05,0.0353232,-0.0623825,4.01512e-05,291,30.0,0.107037,0.086114,20.1592,26.2153,2,2459930.8729861,787120132,1,13.3658765515871,36.9399016128283,0.402491313866062,1.21370867402054,-26.9705895337738,61.8004469159109,-0.439353424789614,1.07885717605952,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,42.80905516963701,17.72176648851689,23.09403247559501,2.6226387323064526,59930.37298610015,False
233,787,9,0,ZTF_g,2178326573215,4194304,2.2938,112.3,6.04639,26.1646,2.64002e-05,0.0341709,-0.0649307,3.63053e-05,299,30.0,0.107445,0.079718,20.2713,26.1646,2,2459932.8265741,787120132,1,66.6274014094701,31.4497920924771,2.35662183705205,1.43918251283483,77.9527293886653,54.5435553892703,1.43880876385882,1.06505649256619,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,36.44665594596271,70.98329134639988,21.536709667992355,0.5574570241809255,59932.32657410018,False
235,787,9,0,ZTF_g,2178492103215,4194304,3.1285,125.126,5.55555,26.2668,2.94988e-05,0.0357787,-0.0432889,4.11818e-05,294,30.0,0.108292,0.101479,20.4355,26.2668,2,2459932.9921065,787120132,1,67.2657361249005,36.327085053855,2.05976725463851,1.15383884333763,-2.07242853581586,56.5282360836855,-0.036908748720778,1.1508262060482,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,42.09887196024685,71.62162606183028,21.629189558014858,0.6381696116167734,59932.49210650008,False
247,787,9,0,ZTF_g,2180332153215,4194304,2.2138,288.164,6.56398,26.1802,2.83244e-05,0.0356046,-0.0718599,3.85264e-05,305,30.0,0.104806,0.082763,17.4836,26.1802,2,2459934.8321528,787120132,1,51.4787145823488,35.5178225401161,1.61226401992993,1.31471482801893,66.3293125624963,63.3353063603164,1.05432574872165,1.07771378655855,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,41.161030707704455,55.83460451927859,21.81294138913907,0.8003733781963953,59934.33215280017,False
256,787,9,0,ZTF_g,2181346993215,4194304,2.5694,295.155,6.42027,26.1841,2.56805e-05,0.0341155,-0.0533222,3.60571e-05,301,30.0,0.102326,0.082436,19.0039,26.1841,2,2459935.8469907,787120132,1,32.3765197669479,28.4126325933417,1.26757448635538,1.39127646600918,-23.9476414028933,49.5204105766045,-0.486848349293719,1.08964769259042,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,32.926940871455784,36.73240970387769,22.27147645079688,0.9732217404829201,59935.34699069988,False
258,787,9,0,ZTF_g,2182372453215,4194304,2.5943,119.819,5.68863,26.2381,2.13763e-05,0.031299,-0.0754937,2.91665e-05,308,30.0,0.101892,0.078938,20.5307,26.2381,2,2459936.8724537,787120132,1,70.1216042994863,26.6369203004215,2.92834764410591,2.00413646870224,95.9835962290243,46.4422464467223,2.08064981057466,1.08060291970562,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,30.869096584003085,74.47749423641608,21.558037358584638,0.44999604920737335,59936.37245369982,False
262,787,9,0,ZTF_g,2182518963215,4194304,2.8355,126.901,5.11542,26.2822,2.55582e-05,0.0337649,-0.0631185,3.48224e-05,305,30.0,0.109471,0.093716,20.6355,26.2822,2,2459937.0189699,787120132,1,42.6937216458793,28.0470630577715,1.69329031519035,1.61525075613543,13.2650474210444,46.5712306919939,0.286751886952478,1.10565487848942,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,32.50328824290821,47.04961158280909,22.1008098938298,0.7500342480663373,59936.518969899975,False
267,787,9,0,ZTF_g,2183411083215,4194304,3.9945,122.985,5.23561,26.2671,5.17438e-05,0.0458339,-0.0597006,8.57538e-05,245,30.0,0.131857,0.102167,20.106,26.2671,2,2459937.911088,787120132,1,47.5097607707413,40.260234980399,1.31268746866538,0.98223873260553,41.4291248179039,52.1015893861644,0.800515931443907,1.20321338414939,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,46.656935865252045,51.86565070767109,21.97990042266371,0.9766663403957266,59937.41108800005,False
273,787,9,0,ZTF_g,2197341463215,4194304,3.5853,120.864,18.6144,26.2619,0.00010214,0.0449022,-0.0534388,0.000190967,128,30.0,0.145892,0.117094,18.8522,26.2619,2,2459951.8414699,787120132,1,30.0819731009612,129.425376710821,0.258548297254156,0.9362915365786,12.2459028213748,178.363983231985,0.0691192215942442,1.17819179999932,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,149.98897804428603,34.43786303789099,22.419309513810042,4.728604480583184,59951.34146990022,False
276,787,9,0,ZTF_g,2197406673215,4194304,3.4619,124.188,17.2076,26.3011,6.94711e-05,0.0373645,-0.0430685,0.000135644,129,30.0,0.139428,0.12956,18.9112,26.3011,2,2459951.9066782,787120132,1,28.8600431644489,121.810877095025,0.263551630312355,1.05522331918526,103.021195294068,163.262956429054,0.635263817587171,1.22028238551515,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,141.1646574611313,33.21593310137869,22.49773385714627,4.614125038660703,59951.40667819977,False
283,787,9,0,ZTF_g,2203409033215,4194304,2.3107,239.909,14.3736,26.0133,3.55598e-05,0.0378243,-0.0484969,5.8838e-05,245,30.0,0.096647,0.088593,17.6877,26.0133,2,2459957.9090394,787120132,1,-4.10235436386528,36.6047124922917,-0.124666846307123,1.14464829537755,53.25192176734,64.5062527183927,0.83109116194253,1.09130695884132,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,42.42060991323898,0.2535355730645099,27.50320274268314,181.65520374959374,59957.40903940005,False
286,787,9,0,ZTF_g,2203447823215,4194304,2.5058,118.069,8.89482,26.1969,3.04658e-05,0.0358905,-0.0449338,4.68612e-05,265,30.0,0.102332,0.097771,20.0262,26.1969,1,2459957.9478241,787120132,1,16.0467505798513,48.2728777735878,0.369775994230025,1.15771844232291,52.965050512086,81.5698889254681,0.653694321238383,1.11473186242274,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,55.94265814419536,20.40264051678109,22.922684055987084,2.976915850534004,59957.44782410003,False
289,787,9,0,ZTF_g,2203528213215,4194304,2.6229,198.298,20.5433,25.8523,4.90259e-05,0.0401327,-0.0465521,8.83066e-05,196,30.0,0.105752,0.097441,17.8313,25.8523,2,2459958.0282176,787120132,1,74.9975535715859,59.5746705455849,1.4003617786315,1.00033637895717,42.437186250918,103.483024146323,0.412850353904697,1.09448009477002,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,69.0401231933229,79.35344350851568,21.103385556195388,0.9445949468210136,59957.52821760019,False
293,787,9,0,ZTF_g,2211406773215,4194304,3.2732,125.024,5.37315,26.2774,4.25062e-05,0.0422848,-0.0444879,6.45827e-05,269,30.0,0.132455,0.116059,20.216,26.2774,2,2459965.9067708,787120132,1,34.0012141176901,42.5664043978665,0.888550794511785,1.02988710941224,32.8822887875021,59.0411585807004,0.560689418875776,1.19471809983495,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,49.329518344156405,38.35710405461989,22.317785473290385,1.3962748071383657,59965.406770799775,False
296,787,9,0,ZTF_g,2212322683215,4194304,2.5539,123.038,5.79892,26.2674,2.23937e-05,0.0311733,-0.0678557,3.10774e-05,294,30.0,0.110438,0.089019,20.3742,26.2674,2,2459966.8226852,787120132,1,19.8244649358564,33.84419452497,0.651586522956841,1.05596328732435,64.4339103565216,55.2031048041936,1.17507659542084,1.10486300228629,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,39.2214902404673,24.18035487278619,22.80874332422142,1.7610482632742575,59966.32268519979,False
298,787,9,0,ZTF_g,2212403493215,4194304,3.3243,127.49,5.43982,26.298,3.50421e-05,0.0391922,-0.0665237,4.98777e-05,288,30.0,0.121521,0.10713,20.3377,26.298,2,2459966.9034954,787120132,1,25.0634843681198,36.1913494647017,0.77035600339996,1.15578374583443,-34.1601184236633,53.3348295606387,-0.644797950418991,1.15702843484827,0.438649327263071,18.9789998054504,0.0759999975562096,5.01700019836426,0.462999999523163,2458166.884375,2458276.724259,0,41.94157017895221,29.419374305049587,22.626416420349734,1.5478222708316594,59966.40349540021,False
